UID,Facility_Name,Owner,Lat,Lon,City,County,State,Zipcode,Standard,Type_of_Facility,Congressional_District,Rep,Party,Simple_Status,Status,Source_Name,Source_Link,FRS_ID,dem_frs_id,EIS_ID,TRI_ID,GHGRP_ID,Total_Population_1_Mile,per_People_of_Color_1_Mile,per_Low_Income_1_Mile,per_5_and_Younger_1_Mile,per_65_and_Older_1_Mile,Total_Population_3_Miles,per_People_of_Color_3_Miles,per_Low_Income_3_Miles,per_5_and_Younger_3_Miles,per_65_and_Older_3_Miles,FRS_ID_CAA_Compliance,ECHO_Link_CAA_Compliance,CAA_Compliance_Status,Quarters_of_Past_12_in_Noncompliance,Quarters_of_Past_12_with_High_Priority_Violations,Formal_Enforcement_Actions_within_Past_5_Years,GHGRP_2023_GHG_Emissions_MTCO2e,NEI_2020_CAP_Emissions_tons,NEI_2020_HAP_Emissions_lbs
1175,Martin Lake,Luminant Generation Company Llc,32.2606,-94.5706,Tatum,Rusk,TX,75691,MATS,Coal Power Plant,TX1,Rep. Nathaniel Moran,Republican,Received Exemption,Received Exemption,Annex 1,https://www.epa.gov/system/files/documents/2025-04/regulatory-relief-for-certain-stationary-annex-1.pdf,110043787220,110043787220,4207311,75691MRTNL8850F,0,147,35,16,12,10,897,32,23,10,12,110043787220,https://echo.epa.gov/detailed-facility-report?fid=110043787220,No Violation Identified,0,0,0,#N/A,"98,189","448,447"
1176,Hunter,Pacificorp,39.1747,-111.0289,Castle Dale,Emery,UT,84513,MATS,Coal Power Plant,UT3,"Rep. Michael ""Mike"" Kennedy",Republican,No Information,No Information,,,110000600608,110000600608,5050511,84513PCFCR3MILE,0,579,3,42,5,23,1375,3,42,5,23,110000600608,https://echo.epa.gov/detailed-facility-report?fid=110000600608,No Violation Identified,0,0,0,#N/A,"16,430","50,879"
1177,Rockport,Indiana Michigan Power Co,37.9256,-87.0372,Rockport,Spencer,IN,47635,MATS,Coal Power Plant,IN8,Rep. Mark Messmer,Republican,No Information,No Information,,,110000747924,110000747924,8017211,47635RCKPR2791N,0,281,3,34,5,17,2213,6,36,5,19,110000747924,https://echo.epa.gov/detailed-facility-report?fid=110000747924,No Violation Identified,3,0,1,#N/A,"10,588","79,438"
1178,Coronado,Salt River Project,34.5789,-109.2708,Saint Johns,Apache,AZ,85936,MATS,Coal Power Plant,AZ2,Rep. Eli Crane,Republican,No Information,No Information,,,110017431242,110017431242,7735011,85936CRNDG7MINE,0,8,13,25,0,25,71,17,28,1,21,110017431242,https://echo.epa.gov/detailed-facility-report?fid=110017431242,No Violation Identified,0,0,0,#N/A,"6,623","22,125"
1179,Fayette Power Project,Lower Colorado River Authority,29.9172,-96.7506,La Grange,Fayette,TX,78945,MATS,Coal Power Plant,TX10,Rep. Michael McCaul,Republican,No Information,No Information,,,"110000465620, 110040879378",110000465620,4144811,78945LCRFY6549P,1007153,79,10,14,0,34,598,8,14,2,33,110000465620,https://echo.epa.gov/detailed-facility-report?fid=110000465620,No Violation Identified,0,0,1,"8,456,123","15,204","36,393"
1180,Oak Grove,Luminant Generation Company Llc,31.1803,-96.4866,Franklin,Robertson,TX,77856,MATS,Coal Power Plant,TX17,Rep. Pete Sessions,Republican,Received Exemption,Received Exemption,Annex 1,https://www.epa.gov/system/files/documents/2025-04/regulatory-relief-for-certain-stationary-annex-1.pdf,110034504757,110034504757,13385811,7785WKGRVS13MIL,0,19,16,26,5,21,171,19,21,4,29,110034504757,https://echo.epa.gov/detailed-facility-report?fid=110034504757,No Violation Identified,0,0,0,#N/A,"33,188","52,403"
1181,San Miguel,"San Miguel Electric Coop, Inc",28.7044,-98.4775,Christine,Atascosa,TX,78012,MATS,Coal Power Plant,TX28,Rep. Henry Cuellar,Democrat,Received Exemption,Received Exemption,Annex 1,https://www.epa.gov/system/files/documents/2025-04/regulatory-relief-for-certain-stationary-annex-1.pdf,"110000464426, 110070828360",110000464426,4898511,78012SNMGL6200F,1001040,6,50,17,0,50,56,45,14,0,43,110000464426,https://echo.epa.gov/detailed-facility-report?fid=110000464426,High Priority Violation,12,12,1,"1,802,760","16,588","76,365"
1182,Brame Energy Center,Cleco Power Llc,31.3950,-92.7167,Lena,Rapides,LA,71447,MATS,Coal Power Plant,LA6,Rep. Cleo Fields,Democrat,Received Exemption,Received Exemption for Unit 2,Annex 1,https://www.epa.gov/system/files/documents/2025-04/regulatory-relief-for-certain-stationary-annex-1.pdf,110000450627,110000450627,7446811,71447CLCCR275RO,0,40,10,40,0,23,1317,51,55,12,11,110000450627,https://echo.epa.gov/detailed-facility-report?fid=110000450627,No Violation Identified,0,0,0,#N/A,"8,493","135,159"
1183,Tolk,Southwestern Public Service Co,34.1865,-102.5700,Sudan,Lamb,TX,79371,MATS,Coal Power Plant,TX19,Rep. Jodey Arrington,Republican,No Information,No Information,,,"110000600056, 110041049585",110000600056,4930011,79371STHWS8MISW,0,13,69,54,8,15,116,68,56,4,16,110000600056,https://echo.epa.gov/detailed-facility-report?fid=110000600056,Violation w/in 1 Year,1,0,0,#N/A,"9,100","36,225"
1184,John Twitty Energy Center,City Utilities Of Springfield - (Mo),37.1517,-93.3880,Brookline Station,Greene,MO,65619,MATS,Coal Power Plant,MO7,Rep. Eric Burlison,Republican,Received Exemption,Received Exemption,Annex 1,https://www.epa.gov/system/files/documents/2025-04/regulatory-relief-for-certain-stationary-annex-1.pdf,110055026396,110055026396,7496411,65619STHWSWALNU,0,1263,12,27,3,15,27965,15,28,6,16,110055026396,https://echo.epa.gov/detailed-facility-report?fid=110055026396,High Priority Violation,2,2,0,#N/A,"3,469","25,786"
1185,Laramie River Station,Basin Electric Power Coop,42.1089,-104.8825,Wheatland,Platte,WY,82201,MATS,Coal Power Plant,WY1,Rep. Harriet Hageman,Republican,Received Exemption,Received Exemption,Annex 1,https://www.epa.gov/system/files/documents/2025-04/regulatory-relief-for-certain-stationary-annex-1.pdf,"110000468075, 110055491748, 110071870871",110000468075,4207711,82201LRMRV347GR,0,3,0,33,0,33,171,3,19,5,32,110000468075,https://echo.epa.gov/detailed-facility-report?fid=110000468075,No Violation Identified,11,11,1,#N/A,"13,776","21,551"
1186,Merom,"Hallador Power Company, Llc",39.0694,-87.5108,Sullivan,Sullivan,IN,47882,MATS,Coal Power Plant,IN8,Rep. Mark Messmer,Republican,Received Exemption,Received Exemption,Annex 1,https://www.epa.gov/system/files/documents/2025-04/regulatory-relief-for-certain-stationary-annex-1.pdf,110000592831,110000592831,8396211,47882MRMGNHWY54,0,40,8,33,5,23,362,8,32,6,22,110000592831,https://echo.epa.gov/detailed-facility-report?fid=110000592831,No Violation Identified,4,2,0,#N/A,"3,000","80,979"
1187,Winyah,South Carolina Public Service Authority,33.3318,-79.3572,Georgetown,Georgetown,SC,29440,MATS,Coal Power Plant,SC7,Rep. Russell Fry,Republican,No Information,No Information,,,"110000353457, 110070747268",110000353457,6652811,"29440WNYHG661ST, 2944WSFWNY661ST",1008028,35,74,37,9,14,332,69,41,8,17,110000353457,https://echo.epa.gov/detailed-facility-report?fid=110000353457,No Violation Identified,5,5,2,"2,904,225","3,258","55,933"
1188,Mayo,Duke Energy Progress - (Nc),36.5278,-78.8917,Roxboro,Person,NC,27574,MATS,Coal Power Plant,NC13,Rep. Brad Knott,Republican,No Information,No Information,,,110057382666,110057382666,7826111,27573MYLCT10660,0,164,31,35,4,29,1241,34,32,4,27,110057382666,https://echo.epa.gov/detailed-facility-report?fid=110057382666,No Violation Identified,0,0,0,#N/A,"1,882","5,891"
1189,Ottumwa,Interstate Power And Light Co,41.0961,-92.5558,Ottumwa,Wapello,IA,52501,MATS,Coal Power Plant,IA3,Rep. Zach Nunn,Republican,No Information,No Information,,,110000415202,110000415202,3732211,52501TTMWG20775,0,38,3,18,3,16,340,3,19,3,16,110000415202,https://echo.epa.gov/detailed-facility-report?fid=110000415202,No Violation Identified,0,0,0,#N/A,"3,655","22,416"
1190,Scherer,Georgia Power Co,33.0606,-83.8075,Juliette,Monroe,GA,31046,MATS,Coal Power Plant,GA8,Rep. Austin Scott,Republican,Received Exemption,Received Exemption,Annex 1,https://www.epa.gov/system/files/documents/2025-04/regulatory-relief-for-certain-stationary-annex-1.pdf,"110007356066, 110071192434, 110070025301",110007356066,8354711,31046SCHRR10986,1001051,86,17,41,6,22,816,16,38,6,21,110007356066,https://echo.epa.gov/detailed-facility-report?fid=110007356066,No Violation Identified,0,0,0,"7,612,539","6,421","17,683"
1191,Mountaineer,Appalachian Power Co,38.9794,-81.9344,Racine,Mason,WV,45771,MATS,Coal Power Plant,WV1,Rep. Carol Miller,Republican,No Information,No Information,,,"110000585910, 110067041837, 110064612824",110000585910,6760811,25265MNTNRRTE33,1001052,357,4,28,6,18,3448,2,32,6,20,110000585910,https://echo.epa.gov/detailed-facility-report?fid=110000585910,No Violation Identified,0,0,0,"4,870,115","5,917","25,176"
1192,Antelope Valley,Basin Electric Power Coop,47.3705,-101.8357,Zap,Mercer,ND,58580,MATS,Coal Power Plant,ND1,Rep. Julie Fedorchak,Republican,Received Exemption,Received Exemption,Annex 1,https://www.epa.gov/system/files/documents/2025-04/regulatory-relief-for-certain-stationary-annex-1.pdf,110070834834,110070834834,8086511,58523NTLPV294CO,0,6,17,33,0,17,54,13,31,4,22,110070834834,https://echo.epa.gov/detailed-facility-report?fid=110070834834,No Violation Identified,0,0,0,#N/A,"17,124","114,811"
1193,Independence Steam Electric Station,Entergy Arkansas Llc,35.6784,-91.4088,Newark,Independence,AR,72562,MATS,Coal Power Plant,AR1,Rep. Rick Crawford,Republican,No Information,No Information,,,"110000452705, 110070889084",110000452705,1083411,72562NRGYN555PO,1001059,139,6,60,3,17,1159,5,58,3,16,110000452705,https://echo.epa.gov/detailed-facility-report?fid=110000452705,No Violation Identified,0,0,0,"5,566,309",#N/A,#N/A
1194,Louisa,Midamerican Energy Co,41.3181,-91.0931,Muscatine,Louisa,IA,52761,MATS,Coal Power Plant,IA1,Rep. Mariannette Miller-Meeks,Republican,No Information,No Information,,,110000415783,110000415783,3942411,52761LSGNR86021,0,41,10,30,2,22,764,10,25,2,19,110000415783,https://echo.epa.gov/detailed-facility-report?fid=110000415783,No Violation Identified,0,0,0,#N/A,"7,175","16,870"
1195,Warrick,Agc Division Of Apgi Inc,37.9150,-87.3328,Newburgh,Warrick,IN,47630,MATS,Coal Power Plant,IN8,Rep. Mark Messmer,Republican,No Information,No Information,,,110044834668,110044834668,8183111,0,0,93,16,17,1,33,2088,11,15,8,21,110044834668,https://echo.epa.gov/detailed-facility-report?fid=110044834668,High Priority Violation,10,10,0,#N/A,"14,838","36,804"
1196,Rawhide,Platte River Power Authority,40.8609,-105.0212,Wellington,Larimer,CO,80549,MATS,Coal Power Plant,CO2,Rep. Joe Neguse,Democrat,No Information,No Information,,,110000607148,110000607148,4364011,80549RWHDN2700E,0,7,29,29,0,14,174,26,16,2,24,110000607148,https://echo.epa.gov/detailed-facility-report?fid=110000607148,No Violation Identified,1,0,1,#N/A,"2,457","8,225"
1197,Sikeston Power Station,City Of Sikeston - (Mo),36.8791,-89.6209,Sikeston,Scott,MO,63801,MATS,Coal Power Plant,MO8,Rep. Jason Smith,Republican,No Information,No Information,,,"110000442548, 110071872212",110000442548,7595411,63801SKSTN1551W,1001063,3399,57,63,6,17,12704,37,41,7,22,110000442548,https://echo.epa.gov/detailed-facility-report?fid=110000442548,No Violation Identified,1,0,0,"1,466,563","7,209","96,528"
1198,Hugo,"Western Farmers Elec Coop, Inc",34.0158,-95.3206,Sawyer,Choctaw,OK,74756,MATS,Coal Power Plant,OK2,Rep. Josh Brecheen,Republican,Received Exemption,Received Exemption,Annex 1,https://www.epa.gov/system/files/documents/2025-04/regulatory-relief-for-certain-stationary-annex-1.pdf,"110000608236, 110071161143",110000608236,8449511,74735WSTRNHWY70,1001064,39,26,39,5,26,421,24,39,6,25,110000608236,https://echo.epa.gov/detailed-facility-report?fid=110000608236,No Violation Identified,2,0,0,"763,190",914,"5,071"
1199,D B Wilson,Big Rivers Electric Corp,37.4497,-87.0806,Centertown,Ohio,KY,42328,MATS,Coal Power Plant,KY2,Rep. Brett Guthrie,Republican,Received Exemption,Received Exemption,Annex 1,https://www.epa.gov/system/files/documents/2025-04/regulatory-relief-for-certain-stationary-annex-1.pdf,110000717877,110000717877,5561611,42350WLSNSHWY85,0,55,4,40,4,18,737,2,37,4,20,110000717877,https://echo.epa.gov/detailed-facility-report?fid=110000717877,No Violation Identified,0,0,0,#N/A,"6,562","39,816"
1200,Major Oak Power,"Major Oak Power, Llc",31.0919,-96.6950,Bremond,Robertson,TX,76629,MATS,Coal Power Plant,TX17,Rep. Pete Sessions,Republican,No Information,No Information,,,110015666144,110015666144,7552911,76629TXSNWHWY6X,0,19,11,26,5,16,222,21,27,4,19,110015666144,https://echo.epa.gov/detailed-facility-report?fid=110015666144,No Violation Identified,0,0,1,#N/A,"6,457","42,586"
1201,J K Spruce,City Of San Antonio - (Tx),29.3097,-98.3203,San Antonio,Bexar,TX,78263,MATS,Coal Power Plant,TX28,Rep. Henry Cuellar,Democrat,No Information,No Information,,,110000464916,110000464916,5617211,78263WSMMR9599G,1007376,270,58,21,3,9,4026,65,33,6,13,110000464916,https://echo.epa.gov/detailed-facility-report?fid=110000464916,No Violation Identified,0,0,0,"5,604,408","5,850","35,060"
1202,Clover,Virginia Electric & Power Co,36.8690,-78.7040,Randolph,Halifax,VA,23962,MATS,Coal Power Plant,VA5,Rep. John McGuire,Republican,No Information,No Information,,,"110007008175, 110071870361, 110071161669",110007008175,6160611,24534CLVRPRTE92,1001093,132,55,39,5,16,969,46,40,5,16,110007008175,https://echo.epa.gov/detailed-facility-report?fid=110007008175,No Violation Identified,0,0,0,"280,701","3,164","13,102"
1203,George Neal South,Midamerican Energy Co,42.3006,-96.3617,Salix,Woodbury,IA,51052,MATS,Coal Power Plant,IA4,Rep. Randy Feenstra,Republican,No Information,No Information,,,110000414114,110000414114,2943511,51101GRGNL2761P,0,56,9,16,4,23,559,29,25,6,19,110000414114,https://echo.epa.gov/detailed-facility-report?fid=110000414114,No Violation Identified,0,0,0,#N/A,"2,559","6,965"
1204,Bonanza,Deseret Generation & Tran Coop,40.0864,-109.2844,Vernal,Uintah,UT,84078,MATS,Coal Power Plant,UT3,"Rep. Michael ""Mike"" Kennedy",Republican,No Information,No Information,,,110015757670,110015757670,6281811,84078BNNZP12500,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,110015757670,https://echo.epa.gov/detailed-facility-report?fid=110015757670,No Violation Identified,0,0,0,#N/A,"7,097","21,555"
1205,Belews Creek,"Duke Energy Carolinas, Llc",36.2811,-80.0603,Belews Creek,Stokes,NC,27009,MATS,Coal Power Plant,NC5,Rep. Virginia Foxx,Republican,No Information,No Information,,,110000604141,110000604141,8514011,27052DKNRGPINEH,0,156,41,56,3,19,2370,21,44,6,15,110000604141,https://echo.epa.gov/detailed-facility-report?fid=110000604141,No Violation Identified,2,0,0,#N/A,"9,369","101,818"
1206,Jim Bridger,Pacificorp,41.7378,-108.7875,Point Of Rocks,Sweetwater,WY,82942,MATS,Coal Power Plant,WY1,Rep. Harriet Hageman,Republican,No Information,No Information,,,110007899970,110007899970,3962711,82942JMBRD9MILE,1001192,1,0,0,0,0,9,11,11,11,11,110007899970,https://echo.epa.gov/detailed-facility-report?fid=110007899970,High Priority Violation,12,12,2,"8,973,791","22,568","63,837"
1207,Huntington,Pacificorp,39.3792,-111.0781,Huntington,Emery,UT,84528,MATS,Coal Power Plant,UT3,"Rep. Michael ""Mike"" Kennedy",Republican,No Information,No Information,,,"110020101922, 110040938215, 110058916035",110020101922,5050611,84528PCFCR10MIL,0,10,10,20,0,30,10,10,20,0,30,110020101922,https://echo.epa.gov/detailed-facility-report?fid=110020101922,No Violation Identified,0,0,0,#N/A,"12,348","26,026"
1208,"Gavin Power, Llc","Gavin Power, Llc",38.9347,-82.1158,Cheshire,Gallia,OH,45620,MATS,Coal Power Plant,OH2,Rep. David Taylor,Republican,No Information,No Information,,,110043788327,110043788327,9307711,45620MRCNL7397N,0,168,4,30,1,18,1851,6,33,2,19,110043788327,https://echo.epa.gov/detailed-facility-report?fid=110043788327,No Violation Identified,1,0,1,#N/A,#N/A,#N/A
1209,Ray D Nixon,City Of Colorado Springs - (Co),38.6335,-104.7058,Fountain,El Paso,CO,80817,MATS,Coal Power Plant,CO5,Rep. Jeff Crank,Republican,No Information,No Information,,,"110000467646, 110064873392, 110071871245",110000467646,4392711,80817RYNXN14020,1001195,296,33,34,3,14,3916,42,26,4,9,110000467646,https://echo.epa.gov/detailed-facility-report?fid=110000467646,No Violation Identified,1,0,0,"1,069,480","2,685","20,924"
1210,Coyote,Otter Tail Power Co,47.2214,-101.8157,Beulah,Mercer,ND,58523,MATS,Coal Power Plant,ND1,Rep. Julie Fedorchak,Republican,Received Exemption,Received Exemption,Annex 1,https://www.epa.gov/system/files/documents/2025-04/regulatory-relief-for-certain-stationary-annex-1.pdf,110000428378,110000428378,8086611,58523TTRTL62401,0,6,17,33,0,17,204,9,19,3,16,110000428378,https://echo.epa.gov/detailed-facility-report?fid=110000428378,No Violation Identified,0,0,0,#N/A,"19,952","4,139"
1211,Springerville,Tucson Electric Power Co,34.3186,-109.1639,Springerville,Apache,AZ,85938,MATS,Coal Power Plant,AZ2,Rep. Eli Crane,Republican,No Information,No Information,,,110000600788,110000600788,7735111,85938SPRNG12MIL,0,9,56,57,0,11,84,54,53,2,7,110000600788,https://echo.epa.gov/detailed-facility-report?fid=110000600788,No Violation Identified,0,0,0,#N/A,"15,986","79,687"
1212,John B Rich Memorial Power Station,Gilberton Power Co,40.7903,-76.1983,Gilberton,Schuylkill,PA,17934,MATS,Coal Power Plant,PA9,Rep. Dan Meuser,Republican,Received Exemption,Received Exemption,Annex 1,https://www.epa.gov/system/files/documents/2025-04/regulatory-relief-for-certain-stationary-annex-1.pdf,110020578891,110020578891,4105111,17931GLBRT50ELE,0,1414,46,38,0,13,15281,32,40,4,14,110020578891,https://echo.epa.gov/detailed-facility-report?fid=110020578891,Violation w/in 1 Year,2,0,0,#N/A,"1,767","125,737"
1213,Colver Power Project,"Inter-Power/Ahlcon Partners, L.P.",40.5500,-78.8000,Colver,Cambria,PA,15927,MATS,Coal Power Plant,PA13,Rep. John Joyce,Republican,Received Exemption,Received Exemption,Annex 1,https://www.epa.gov/system/files/documents/2025-04/regulatory-relief-for-certain-stationary-annex-1.pdf,110001147786,110001147786,6594411,15927CLVRP141IN,0,496,1,23,6,18,2380,4,19,4,19,110001147786,https://echo.epa.gov/detailed-facility-report?fid=110001147786,Violation w/in 1 Year,2,0,0,#N/A,"2,267","197,890"
1214,Grant Town Power Plant,American Bituminous Power Lp,39.5618,-80.1631,Grant Town,Marion,WV,26574,MATS,Coal Power Plant,WV2,Rep. Riley Moore,Republican,Received Exemption,Received Exemption,Annex 1,https://www.epa.gov/system/files/documents/2025-04/regulatory-relief-for-certain-stationary-annex-1.pdf,"110007881998, 110071870992, 110070560439, 110071710827",110007881998,4864511,26574MRCNBRTE17,1000251,399,9,32,5,19,3922,7,30,5,18,110007881998,https://echo.epa.gov/detailed-facility-report?fid=110007881998,No Violation Identified,0,0,0,"731,995","3,535","22,178"
1215,Foster Wheeler Mt Carmel Cogen,Mount Carmel Cogen Inc,40.8112,-76.4530,Marion Heights,Northumberland,PA,17832,MATS,Coal Power Plant,PA9,Rep. Dan Meuser,Republican,Received Exemption,Received Exemption,Annex 1,https://www.epa.gov/system/files/documents/2025-04/regulatory-relief-for-certain-stationary-annex-1.pdf,"110007026306, 110059965131",110059965131,3762011,17832FSTRWMARIO,1001210,1225,3,40,3,25,12261,8,41,4,23,110059965131,https://echo.epa.gov/detailed-facility-report?fid=110059965131,High Priority Violation,10,9,5,"250,388",187,"8,130"
1216,Ebensburg Power,Ebensburg Power Co,40.4550,-78.7472,Ebensburg,Cambria,PA,15931,MATS,Coal Power Plant,PA13,Rep. John Joyce,Republican,Received Exemption,Received Exemption,Annex 1,https://www.epa.gov/system/files/documents/2025-04/regulatory-relief-for-certain-stationary-annex-1.pdf,110000330632,110000330632,6594311,15931BNSBR2840N,1008013,362,1,23,1,32,6252,1,22,4,26,110000330632,https://echo.epa.gov/detailed-facility-report?fid=110000330632,No Violation Identified,1,0,0,"397,402","2,015","111,723"
1217,River Valley,Oklahoma Gas & Electric Co,35.1931,-94.6458,Spiro,Le Flore,OK,74959,MATS,Coal Power Plant,OK2,Rep. Josh Brecheen,Republican,Received Exemption,Received Exemption,Annex 1,https://www.epa.gov/system/files/documents/2025-04/regulatory-relief-for-certain-stationary-annex-1.pdf,110056955460,110056955460,8148711,74951SSHDY3MILE,0,216,24,45,6,23,2068,27,48,6,20,110056955460,https://echo.epa.gov/detailed-facility-report?fid=110056955460,No Violation Identified,0,0,0,#N/A,"2,944","20,798"
